Height (cm),Weight (kg),Screen Time (hrs),Junk Food (days/week),Physical Activity (hrs/week),Task Completion (scale),Human-Zombie Score
167,75,3.271581380235093,1.9786378270727025,8.839028941345486,8.086129740988877,7.952208258675575
174,45,3.008825418674671,2.6700571544858906,9.006695087072274,8.832727587020166,8.960303423860537
147,41,7.9722649497163065,6.722025782386994,3.5546584248314748,3.61484359296821,67.20478073539144
160,56,5.890092198435248,2.6689234878446344,5.987438629823643,8.450609273601671,24.536720985284475
158,92,5.156815662912414,3.988820108393561,5.4258177558354825,3.6055930395546323,42.05394666800984
140,40,4.829936492405309,5.452700449247729,5.172876738684952,4.036072787744834,55.73687913239169
141,46,10.442072492111823,6.056682958677847,1.7224419131309001,0.17863089214164662,86.05511738287937
140,40,6.046773219060684,6.314744350557492,2.879654335361253,1.2614695254377393,72.70442627113283
147,54,5.694776783850901,3.894025855958487,7.967998846054253,7.0219160569914125,27.032790523871462
163,94,3.7764406489260995,2.6652220069656063,8.287150660026324,9.56021841286825,13.14827992911276
184,72,2.0430099175603145,2.190157476898231,8.646151664610334,8.437916179651776,5.537432042119795
153,69,7.191962595027468,3.9781351926731303,6.430224796967556,6.519228685942912,30.15986344809425
161,59,6.330916636885902,2.9218586189798197,8.09213022755895,7.192220044779818,26.211814923967825
152,47,7.057685423687121,4.661151080184942,6.329289191020379,3.3496478870566913,45.614056680047966
140,55,8.44297060656235,6.1172829838810365,3.1716889077752297,2.607099548725178,68.32813355476804
141,47,8.582583276194754,6.093953894669502,2.0583493752479156,1.6950640217009365,69.56254456388572
188,57,3.509265922413302,3.9181732935272597,6.98653261321882,6.800641332980834,28.351884658216665
149,58,4.8164981235518685,3.4106089934673363,7.124543592282305,7.380128429486682,37.99269559001205
174,99,1.8065519030139678,3.2447328182788753,8.903034459010389,8.388209150778154,18.115096173690304
140,43,8.9582426917092,5.90799552581271,1.0932908690972214,3.801079179596335,78.85455123065186
174,71,5.547593871634799,1.755559865591013,9.663818204710003,8.35628892440414,5.68480764332403
163,40,7.303413739881166,5.414925731475906,2.8751110280522822,3.611184791213024,69.69972417249873
140,55,8.807106660069719,5.176729367753,1.8130526523873625,2.5154191097484278,77.86953959411034
148,46,7.64272018305479,5.7974972011431,0.0,1.630978995782696,77.74075618487531
180,53,4.109188186152737,3.235591503919445,6.402345393305161,8.789204207330815,25.942256434535494
146,40,5.106565171752779,4.138163379410374,7.65115240603323,6.58795789428737,37.38131379325614
154,55,4.918388950281766,5.4707372225235495,4.052651899584449,2.6194778872724136,58.7599635196389
167,86,6.61765070053258,2.66344942802612,7.41066908039574,6.659916919636228,27.282190242446703
165,40,5.588432349933752,3.190462130853385,6.194709749624645,6.490148502582923,37.085279921788874
169,72,5.8367615070976715,1.9621134570040257,8.43257249855626,9.124066646175011,19.705428018563964
166,46,6.6725030218085335,4.718546225475952,6.029590358278733,6.384236277092093,45.98558837560074
170,65,2.102932549390437,1.8795959795917807,10.0,9.485816797901224,4.461230125411408
153,52,8.123203270116752,5.71797282505806,3.1840219415104514,0.9563145666167818,79.9795884570618
187,87,1.158397324801781,2.3626380796800066,9.689141380489584,7.483450962146086,7.695644698663273
161,58,7.814876667953518,4.591807362860287,6.515423997463325,4.215771297583312,51.88351488315261
140,63,5.3535078582009135,3.8761434581029843,8.442526596359547,6.538389045676825,30.68100995451961
163,51,5.865029853979273,3.8075793045815995,4.243385299015595,5.0065557889324666,57.75429488313755
153,40,7.456178069904991,6.6984870468630895,0.0,0.5372453854872902,95.9433340833425
148,40,6.654376956365137,4.6115848890654485,2.384757665503096,4.880867060840239,64.55702444560039
179,49,1.5866044172462974,3.0227319975415874,8.650331549234537,10.0,3.5362435755490917
167,120,6.215740873773673,4.417656091123509,5.877989914409366,6.1289595983042515,43.04024395080612
155,92,4.990951542079236,4.726068681341614,3.6416347700788156,5.675321086456464,51.00168523182502
167,46,9.831682600404918,5.7669335243496755,4.6273187789330805,5.8414248685777395,53.6177494703452
161,67,9.247710953365873,5.333859097297482,4.406450463666071,2.6939677546223204,68.13925106038378
150,70,4.3839125072205185,3.8360779886626246,7.844118820525413,10.0,27.759609773176606
153,64,1.6726702542552614,1.9137022044021412,8.507994722735393,9.313850276544184,12.88605654663202
161,40,5.581237670417595,4.064084376285283,6.013463624387728,6.300974229482423,39.26756765470943
147,40,6.755417026721912,7.0,0.0,0.9628553722309833,95.64057227959488
172,53,5.900968114864586,3.1846598779987647,8.498570950395122,7.977045550320243,18.713089175084473
142,49,10.51483460595562,6.143992274869973,1.2031487683093138,0.7012756830602599,90.3983954928237
150,52,8.97960876743653,4.231231730829768,3.106253798901829,4.037406365775146,54.38059500773264
140,50,5.3633981882226385,3.4976239308272072,5.6354815500112485,5.702598598849569,45.69114216457658
140,40,10.382636395720453,6.632025791274079,1.4158834634971782,0.29209890169788466,88.20414102298896
155,61,8.286289156532842,4.7235456397161615,5.205304109755279,4.517496373385725,45.860396176858586
166,40,7.415676411917814,5.684391269028521,1.9397226252064481,2.5614569917306746,72.41676366115432
159,56,4.6924145035015234,3.589453281421291,5.737681336492448,6.100944400727009,39.9025321703102
140,48,11.35048053401597,6.641132232023278,0.4137015558934267,0.07225250037010844,90.40443929009577
143,40,8.048389780945907,5.106753695622159,1.8083594840553439,1.2315676136311173,69.00250201912273
153,40,8.535301207117147,6.108477623554466,4.245071600898116,2.9276813082870192,69.96220542505168
166,48,5.161983077911884,3.4331674916955204,8.218131799900146,5.942199128882985,32.77204015571189
158,56,6.424740288326216,5.342508692800962,2.210785416603742,2.912457836006916,75.67786427368893
150,41,9.109323220814538,4.9074910324755505,4.148286558860697,3.6714259489957097,63.60610554471413
146,66,1.6360630292555416,3.3935014377932187,6.05206128805364,6.893090060690285,24.002027337970954
155,75,5.6207356351300115,2.187448475150985,7.660502656249159,7.931456799841636,16.053882248525642
157,58,8.155882618898929,6.315472028133044,1.9743004705089606,0.8625415087817148,79.63914745173317
140,40,9.432717543947959,6.660202450153882,0.0,0.9528579142621523,95.91666030352225
152,47,5.408160598978988,4.33160422199599,7.166906120993758,4.11690175351414,45.81388272600429
142,40,7.927164821340427,4.889937898583484,4.701516300830643,4.460134628400898,59.09841653236849
142,53,9.61717603771005,7.0,1.547245138802382,1.3377714523592563,85.77226441935547
159,53,8.617811910239563,4.201364583087609,3.6622959124793946,4.704063202881017,45.722345335385704
155,40,9.38701297870781,7.0,0.0,0.0,95.18744768327362
145,42,6.757166467872484,6.105370307238312,4.015816227040647,4.493444084464857,57.575116204487244
140,41,8.214677073721523,6.316711752624353,1.5490123400635596,0.0,82.07671207013149
140,49,9.517802687567478,7.0,0.0,2.583933074660182,90.88437184127383
140,53,8.035195937282495,6.126346471131387,1.4849360826782227,1.1277739156827358,81.55238187685688
175,66,5.848800821215655,3.195425635201255,8.227185156966897,7.871028264212577,15.941446344895594
153,66,9.457889286777071,4.850138156985682,1.8560560231670287,4.0686112218117785,62.88984390617004
163,47,2.9054606410979966,3.4360818292799062,6.498477633370022,5.776118560269849,39.84342586196771
163,79,1.5056995861225817,1.829179239831153,9.135455662708084,10.0,6.271295202334571
156,59,4.440050463009856,4.10808370347597,5.536192530150465,5.957882256896235,42.403225188984194
174,75,5.803212964466242,3.4362895369519464,6.620347535939756,5.9501321014946065,25.86840668894077
140,52,7.605210362626677,5.6867399785864805,1.5008165586152904,1.0042878231709969,84.90383084285108
160,92,4.060966473716323,1.477344967735586,9.553115139219317,10.0,3.330462654669619
152,70,11.769874005420679,5.85654954915606,0.0,0.0,95.89827218634736
165,40,6.643910098259683,4.840198823486632,7.004286151885795,5.793496031342104,35.536884847192965
171,73,3.929720852058895,3.8373310599937804,5.236516115684365,8.13433138152226,35.67068904025429
178,63,1.3144428238751984,1.0090084262339942,10.0,10.0,1.632850268370789
162,67,0.2945342538041844,2.921616094662906,7.604826082159883,6.530073187166611,18.523232523618393
172,79,6.5438346181859,3.92666208365037,5.2197967658414015,5.401588687547811,40.12595008036087
141,43,7.622481458173659,5.95787035269852,0.0,1.0532605969541353,92.9291417302714
167,41,3.7608960587610687,3.0777304247674184,8.166432609307455,10.0,9.961493022127133
147,56,9.963293014350048,6.497826438442693,2.3546774014127347,0.0,94.53015334790796
147,41,7.1217581032359885,6.3680892820051715,1.977666194489929,1.324538205655368,86.94885305466322
156,40,7.594225882585599,4.128655821274569,5.043993840977041,5.21109706838571,45.41623969075518
169,77,3.732956173562436,3.6566971153863252,6.752049974735059,5.749975420824293,32.670088176826006
157,47,3.7379749634848833,3.672487115149444,8.297975801442554,6.426541681347452,23.274412927905686
173,40,5.527839382700753,5.375158859889166,3.5733203949584866,2.454164388491603,61.446470647687434
173,76,3.305081609013549,1.9394295435065465,10.0,7.328867700227727,3.307459147550562
179,63,2.11227694266299,2.865774401172599,9.327636972508095,9.054689304649386,1.5606064446828216
154,69,9.406658246169869,4.914075156374208,4.622177268502286,5.524164907018527,42.87957224982378
160,61,2.5111274278352114,1.6087690703599797,9.446833079412318,9.295151280511458,6.807407397472021
178,41,5.04314765064839,2.702430196973352,7.3410632005371514,6.243153886486208,25.19409882460929
173,55,4.127654269491574,2.8002224623825054,6.230878516341891,8.232883916669977,22.116091534608383
159,84,6.1023262589549105,4.028498080198797,7.8929998839472955,8.914583738293045,25.319119372285193
155,84,3.923250149584409,2.563919555686131,8.528673693964741,8.061373864364004,13.105523121525774
161,46,0.8915965752431134,1.7742204484537454,10.0,9.946401504886813,1.203622289765427
142,111,4.106703978765077,2.5604246359402842,8.078928860236022,9.531072774666514,11.548429713874809
155,51,7.989324194863551,4.980329913727962,3.6732604505852557,5.667904373819431,61.848025951274785
142,40,7.901090530928476,6.793291736253457,0.0,1.8391290971751415,97.42562128180504
146,55,8.368224392153907,6.416906282576794,0.6384903351751274,0.19093782646253468,99.0345001560894
162,50,4.879968006692025,3.648691103931546,5.849093808753747,5.242663515139022,40.905409537306156
161,91,4.526412295077264,2.681191539330626,8.382035907365232,9.036500592283087,16.295442604660536
148,59,6.936118392743639,5.884596667206688,3.186357433431682,4.144421192704044,63.87617573665293
173,57,3.0537671381541127,5.096107381482819,4.227613000975227,4.046138735422481,49.03053465487371
141,63,8.785455183779504,7.0,0.4380077032378772,0.0,98.94097772844314
155,88,5.159863348081795,2.5081841329673993,9.123727804958834,7.36796413676065,6.53042071517802
157,40,9.431662733596477,4.610234403534117,2.3535736253798247,2.074005016598795,78.32344383138131
177,86,5.999584260289647,4.332176167362478,7.19157493371976,6.562306869441318,28.839849733149393
159,59,4.605827593510584,3.766099190537887,8.067069933086874,7.74357575378462,24.1418620076574
152,53,10.897025880397166,5.127863177668177,3.455508375481743,3.7463907349279033,66.25045715326759
140,57,4.619346129528116,2.9061242393152957,7.3511897043608245,7.993008832088851,24.606318499096446
158,42,7.314034872696784,5.422331601201643,2.0302163495524477,4.477622527092575,66.58591175591877
141,40,5.912640348775341,4.608897609851458,4.7381904146644525,5.23967061355178,51.73085172022888
140,69,5.37059114319351,3.774108249761399,7.271880229367522,5.833716931198795,42.40889884358493
174,40,8.056235575026609,5.520429306120238,5.02683008696031,5.926048515140474,55.4687808661419
167,40,1.883360550568792,3.1077308953283627,6.588480824563768,7.077295342178314,28.705151991962975
141,41,6.168195722891733,5.6578091359011555,3.035430427530613,2.6008514694186684,70.6574706272979
147,65,8.00516455355522,3.4721585959683985,6.845983287110245,5.62645835151815,41.485686933356405
171,58,4.360173620105508,3.6750831561869717,6.413257426457945,5.876615371703448,36.05455604858923
140,75,7.109225980667199,6.684417652603393,1.9691023600628716,0.6667960500871213,82.86569145557378
154,43,9.223895765332024,6.646119382408508,0.03915364709303992,1.7351967165244708,92.49669119531922
176,40,2.1996033345940833,1.936579888900253,10.0,9.440483127901272,4.600731088729693
164,60,5.067695043696792,2.189046892799154,8.423606095651358,9.41559895046807,23.262699282976552
171,42,3.6451378341410083,3.572101176544042,5.824628586530218,7.646153513041375,34.85193694925633
143,62,10.953417126628725,5.897505576256686,1.2342208651454256,3.413402197698157,81.49664793702473
147,40,7.93204468332608,7.0,0.0,0.0,98.54914276432976
140,40,9.656882055125068,7.0,1.6936818126104993,1.9772134651755768,96.89717046703518
140,40,9.418369643033222,5.915456258394814,0.0,0.0,90.49483455499269
177,50,5.445481819994153,3.883626601056314,5.743863043821483,5.12866685922954,29.65562650640299
144,40,9.853168860772206,6.475688092978441,0.0,0.43516072865716143,99.20112434144741
148,59,4.737271263310639,3.8217691217957652,5.68946300911411,6.7610751914334,24.942004105645122
160,68,3.6363395355506807,2.3111330031984787,6.881631154015373,9.071614383184281,10.590615488223222
151,68,11.615193554342177,7.0,0.0,1.4192107378295549,95.09526110553941
154,65,4.4458436548589635,3.941516012880481,7.484887082271964,7.55654339611559,23.34202554680963
170,51,9.27370766299634,4.597006237022093,5.735319805069121,3.460248069392916,68.97682650777504
162,50,2.3100972706677245,2.3652110850883847,8.542582923555985,9.478490871697995,5.835635898058866
143,43,8.11133550697816,6.442242818841547,3.155558225864238,3.6270384499617467,73.07090991274762
154,51,8.976785907196229,6.798161881315248,1.7545176580859514,0.0,88.17202123338397
170,73,6.407764797755354,4.445155156684293,6.6987761376131605,7.0868463510097195,27.24368954659625
154,73,4.773495441564068,3.647160447261075,5.831303160729028,6.75443361413816,37.90568960774286
147,70,4.582489478460654,4.414086149422439,6.069594945510532,7.451651501800152,37.42961833209161
144,58,8.007397181247127,6.103161383249403,2.7088373493858384,2.6276654013112957,74.8788257540133
178,113,4.632845617371413,3.2143303581195752,7.984080783500249,7.606259422016812,23.780724253903884
166,58,1.0494458301126848,2.353105716223234,6.49361489364127,8.363287704039214,17.185309904764303
140,40,4.857320357427765,4.358324424912679,6.630367907425511,5.81990093598398,44.92916486877381
185,85,6.796536900918137,4.489222087811597,9.18679990434248,6.437736229803739,30.44684073773195
140,51,8.492463194440015,6.820886016594893,1.3489053465163618,0.6587778751913923,83.91891222586524
150,59,4.30175418414783,3.432917169781539,8.042286015913827,7.121662426531315,23.774182601563876
165,59,7.3720943246927115,4.264988665607509,5.340825453426489,5.334300216257829,50.23894574892614
145,40,10.408888135906704,6.009161739259159,0.07587568866433453,0.0,94.25835996979303
142,40,10.046897032030605,5.070473563943132,4.513393456571292,4.368630601669828,63.39976977446607
140,40,10.017891542341973,5.8819534744513975,1.9969709618015945,2.538768218291805,86.72894054624648
156,72,8.921040927581055,6.523093551952335,2.055394608091432,0.013932222659068905,94.02096893547673
151,41,8.337908920717924,6.305138277431666,2.679070495932613,2.390024512890891,75.0764861886352
162,52,9.058181914869143,6.110495830181925,6.010300950902108,2.601088093138216,69.95750602247513
148,52,11.218262307632811,7.0,0.3914870446820995,0.24277458883679714,96.79655666042271
140,50,8.606869740704543,7.0,0.0,0.0,99.44007896476793
156,79,7.167426658170042,3.9942102363872363,5.511106606679853,6.0389059243018055,45.182168266975964
174,75,6.146785820837202,2.573847899346833,9.202315807895834,9.944924226232905,7.086977818420836
159,63,4.7894269264467875,2.600616126618663,7.19645336610072,7.189575073427084,29.279403144051884
161,40,4.083448333357367,3.3137965560892084,8.540985681298434,7.24985746134781,15.235470568773046
140,84,4.534210854604998,3.5377604154559634,5.595641844802249,6.109724844083411,41.74863747960118
161,83,2.3262142753119806,3.3235149168862024,7.638329530229235,8.352912533102376,13.128932847325602
160,57,7.246126342270928,4.7038166990175005,4.128360397512461,3.055349081396777,60.4117804020882
167,54,6.8617949651401196,5.030597407961902,5.689532296438458,6.553526158481468,38.28080591578541
152,79,8.819586880039305,6.345000435707917,0.7630906395476216,0.9940615747889149,89.538588428821
140,62,11.433039467201905,6.781124760471539,0.0,1.6810829342636218,96.77946717985019
140,47,8.189898227625402,5.115624623302153,4.659465390202,4.7713487516106,54.688490166942216
140,58,4.374544466195067,2.7031847899030645,7.6996500838274065,6.741423929563241,27.482356986759658
161,54,8.240753662675907,5.070451973204577,3.380151833631034,5.481684650364533,59.22304187618368
140,79,9.083316803392997,5.981164255337181,1.1978764748244712,2.0422895213894723,89.67611582244098
158,76,5.9865583249149745,4.372092105655871,5.5963832637154995,5.4644618223876416,40.67333458357483
157,40,8.475335733738497,5.010269570266088,4.313490696497127,4.288902338574709,55.20782766919709
144,67,8.559595368046983,3.4704289396209376,6.608634484179958,7.5110434441214,27.16527676061459
145,71,4.093785996548554,4.895311911677277,4.784841755660148,5.775229301012348,45.5444149450027
180,40,5.316497918598,4.080316193721985,4.697120566352797,7.296799449214413,40.17135353795987
158,50,6.479284362180504,2.144684097426868,7.736324446795516,7.87039004496364,24.8413465082971
161,40,6.174703041476725,4.15272376695882,3.4911587623865916,6.617017947820362,50.586638382530836
143,59,4.528622237232392,3.072113350816725,6.862542409482744,6.436296217980064,31.03808259798114
175,40,8.11277781603729,4.1968672639396605,7.089020146900566,6.366520948042022,37.303486388074745
141,61,6.583538387123848,4.523672233608936,3.972940553128478,5.65150388735399,52.49704422542643
166,40,9.435112265449641,5.431460584429943,3.7911459265565974,1.8811168329759678,75.05950229289876
140,61,4.870548409611164,3.260811063579986,6.135066013969911,7.225684077210299,33.35074657912753
155,76,7.131154922725741,6.4499851161338935,0.4711605305732427,2.5154688065532302,92.41587666207636
162,61,8.269577804345563,6.52251276581018,1.2904830638584457,2.0617941782900373,86.23185468359024
164,62,4.36648112637954,2.6882048215441725,9.847015810739386,9.326218817087195,4.869029597552855
169,54,5.064971076198311,3.2869657714742084,7.76408436287426,7.053277399811366,25.364252425682277
167,52,4.92615693996466,4.009238130866956,6.476636810390051,4.094270918099046,44.613551265920194
158,48,6.828202624505916,2.542765134763466,8.486507042526865,8.901462615322497,10.462788874247408
153,70,5.61617499998197,3.1368301333248914,8.463681521444952,8.760259928638966,34.847598903349706
140,83,6.68764265606608,5.471526229551826,2.290279800089545,2.7788863821995675,74.00975256176825
152,67,9.712869985604248,6.116878884487671,1.167599008728863,3.94971771550029,68.05144811428259
145,57,8.731595308106439,5.648024357171476,4.006383795024295,4.961760334145801,62.238442856600486
144,59,7.133797379000882,6.6708736862296085,3.0435367302582375,3.179052831160193,71.05284027223456
166,53,5.415727451400073,2.6580175035401017,10.0,7.540022480386096,20.492368695970175
159,92,6.57770750445734,5.0086119168532965,6.080644139226805,7.019453364369254,34.169811486473215
143,40,8.42720934795915,5.127786789886781,4.174405969094229,4.496664972027673,67.62424822774629
140,60,9.349424925728478,6.06959761032325,1.6300310791117147,0.9012270316646172,87.9234763031327
154,40,4.153629406073167,4.866889076573088,3.348604168768749,5.268005673030909,54.36780538280952
155,55,4.4938266466824475,3.6591500784492452,6.809649993214977,7.65358854338127,28.269965094553662
170,47,3.132275007072195,2.24829650363289,8.681271976623261,9.525079296883224,3.023525800598259
163,59,7.0973135493010835,5.512896786191469,3.7127862926929773,1.8402436720620312,71.03368289742133
172,49,2.520819798831063,3.0703337028110314,7.279094133615839,10.0,0.7884103508440377
154,89,6.6610141821568485,3.264423596014279,5.273619276792782,7.199984599367611,37.267906982099554
157,63,5.965706182580554,4.104411434230774,4.010331215633752,4.883803407167295,53.05372145627818
140,53,6.910522236764904,6.716976275454509,0.0,0.39668331961607445,92.21114617671931
195,77,2.6877190930883588,2.3988197377833176,8.988392254008566,7.623308586883974,8.94945450329001
153,51,5.038220688920977,4.05516833439652,5.439649582757808,7.178529796006529,40.59423219682837
177,78,2.9273553835814417,3.280506760743413,10.0,8.180620269495874,2.4313199710157773
159,86,3.558136445211702,4.548894481715703,5.403829539976266,5.691783968618429,34.26109843415903
146,58,6.889660241916196,5.432789157772849,4.205026391265546,5.500961025041976,62.22310588397949
140,40,3.6381850258105706,3.012407001218662,6.722443908964571,6.643839217377635,27.906794822859837
147,40,5.6375704156834585,3.1763014582724836,6.962532365002014,7.8364740046708885,20.97499496556351
159,58,3.5196143849027446,1.7076016579308408,9.036638995135153,7.674782575810786,11.570323332709364
162,40,7.861334525452387,4.461279799537041,4.0981310349794295,3.5657517291724954,57.714024402034184
147,63,8.282107929500135,5.8512248889259455,4.683710726563331,3.819548523935793,69.5270005904686
142,74,5.77684399159317,4.890048573760217,2.033111708441257,3.5411514367991184,67.19571405958223
140,40,9.578487848725974,6.4372754899868685,0.9669378041512455,2.713687768225915,94.88610207205073
163,78,5.5237490162014415,2.1256237612288325,10.0,9.204151323624329,0.27032138935026984
146,43,5.114100948202767,3.7672513973404844,4.582912252885135,3.531406984848356,64.7196653894036
165,61,8.624515791246138,5.108275719423221,5.398972915902523,3.878751461927827,60.03922370976396
145,58,7.26914681472393,5.100458687502792,3.77228852500113,3.1989189290176965,58.87396099702882
150,40,7.473395976614643,7.0,0.0,0.6990498593748209,96.27703198402425
158,75,3.9782259991899007,2.9256884673537766,10.0,9.687179045706866,1.6871673370039697
144,40,9.380558611927517,5.224268880629537,2.467091540971106,1.8127593516497662,69.64824307014501
142,49,8.604264300800434,5.965465837319229,0.1767757261022025,2.74669785825677,81.36786497018635
148,61,7.029398078336483,4.156063314838839,6.697034692079679,4.243084146501103,50.980719662158414
173,40,8.071342854120468,3.35938195136609,6.1432755167924915,6.43554678911052,33.396486959680914
140,40,7.627754520567602,5.5930486154952614,3.4769562712229405,1.278011991646796,79.0840163227405
157,40,6.422723491706997,2.1265460259720017,8.540010025089243,7.903849668587074,9.724292563242464
159,56,8.556931927063538,3.229743893027736,6.533469066354183,4.514109834367027,44.203563772992524
140,58,4.651726702099047,4.028907644199901,4.387737857110557,5.262386415850511,51.99523745708382
147,61,8.043006360673948,5.867720383206504,4.315001911210158,2.3100426795720193,69.39564109345476
159,58,3.7365986169062615,2.2843369804540683,10.0,9.438879625251756,9.088573203240946
149,84,6.53443214848782,2.8927224166520116,10.0,7.987975991459592,22.775950153786095
159,68,7.625729388677286,3.8340268668100257,6.382485764685084,6.724818269326494,41.030156269012565
146,48,9.628301840774864,5.273369016073071,2.1350905047921653,2.480072007862691,62.329467302013065
145,68,6.779740461921627,5.771221885834395,0.0,1.4492178492904184,88.69607812174175
173,60,9.397516748221356,5.549440783767284,4.5313633929704,2.95548014543547,61.88261682413765
159,54,4.786105049044903,1.6275642878250738,8.996062659124492,9.446780071369927,13.346147093493443
154,40,7.106051541046668,7.0,0.0,0.8096543869621805,98.05801327872824
149,56,11.072124028353613,6.572265953537896,2.896510464096967,1.9397134975368393,87.17857347554929
160,54,4.858407064209665,3.484063873292871,3.2099018447114664,5.152496150738319,50.2720761145324
140,68,10.615874164975054,6.655023153114202,0.47728336595676524,0.0,92.2347981796633
157,51,5.910542728818451,4.906888333082459,4.304586736172172,3.1867057784846278,54.13807937571357
140,49,9.154383029227395,6.019443584358806,0.2756057576737758,1.5306609540740133,92.33060678891631
140,85,9.474687575002125,6.116688599766292,1.807237307381015,1.0987882608250101,82.98973686033432
140,74,9.463457284087239,6.083064458709894,0.9281798910540958,1.3744819035325773,96.82864102942973
140,42,7.260220562078434,7.0,1.2504009540531578,0.0,91.97828107781584
175,54,3.710940996918363,2.5321868395908593,10.0,10.0,3.603381742856948
152,75,2.4946240596335643,2.8667785146294356,8.201787427608508,8.671377490337678,17.477200416093996
170,69,6.540476079558807,2.6700047227690824,5.076867710407306,6.649502282705337,38.913467710118574
140,40,7.7865941546842965,6.731161176489018,1.0609079853133416,0.6212581066096025,95.21426972954208
152,55,5.309202749873445,3.4110129477995175,7.844209361967494,6.006533083901854,30.002891947592957
163,73,4.669585356493502,2.4662726607055343,8.01038218591762,8.015852865387725,16.046764388760103
141,40,12.224708682158271,5.7026552975192555,0.0,1.7323505796250223,88.630466608656
161,95,3.218364794253503,3.811208385304162,6.166743361748283,4.644916650407479,44.63944154832029
141,72,9.829369461074998,6.293163922855638,1.23835526840463,2.176144902863099,90.78755943543261
174,69,2.2311089346534283,2.74842276753325,8.407235358811915,9.46863595585015,16.023046632014328
147,54,8.345741946397203,5.634940826975769,4.24565518272483,4.756942878598008,66.11175115080995
174,54,5.913474622703599,4.515198465770444,7.3993482457252435,6.351404507813153,44.02637528294918
172,83,4.689178739320059,2.4837867343212996,8.239892883889384,7.8733424814109325,7.648676903028539
141,68,9.999520542056304,4.9680074924947295,6.247216025000043,3.2502584042248053,69.64631446525006
183,71,4.225595291583759,3.336923525835885,7.359911194189918,8.292682103682495,24.73987555391537
179,79,3.2572534472907377,2.5266670302023133,10.0,9.031698075807677,3.9615522579517726
185,77,4.775823514239838,2.644960601748726,9.066467705381715,8.467952811316815,5.994429824957326
175,84,2.6338380455929764,2.7848684975994247,9.160681073044607,8.04289574958441,6.107853706678734
145,57,9.958877152513415,5.37763118101452,0.8415785754111782,0.0,90.77329574850394
141,42,9.437475835976134,4.977842783361896,0.8740038508004491,2.909380438478227,73.9883917829101
142,42,7.672154726369202,6.293759014670542,1.462836445863017,1.1456823215340153,89.80623572137351
140,41,5.420617362754048,5.754825014882079,2.569417634002507,4.748831815538593,67.25823112965213
140,63,6.966148873393036,5.06625362017525,5.243092555109981,4.730466348051257,52.89399290308832
149,44,6.4462139392833855,3.2084841473944894,7.414377838973198,6.8021960196876305,30.444636434737827
149,53,7.728285459863621,7.0,0.6272863480589083,0.5631025037718264,99.79622513286735
151,94,6.271964126556781,2.8797704186319275,5.261230837962919,5.479866354138595,36.21890589393894
158,59,5.746453584648685,4.190651156625484,4.872981481244528,6.366344681185204,47.06489492139095
142,59,5.39031090983274,4.237155830978169,5.809324594971725,7.138749020091493,37.824517492346175
140,48,11.404177089080173,6.665401051303221,1.1206457714175415,0.0,97.95269293354586
161,51,4.43336549806318,2.4038336725189415,8.273198820508691,8.493300958826692,17.465838539500577
164,92,4.013288862027741,4.246109416149116,5.754165097624666,6.480132754184552,32.798800090807966
151,40,7.7440581991125,5.336463061996852,3.1933746740089206,3.3980398978730495,68.03486660150016
184,56,3.0920199803311372,2.422192594851293,8.25864746380435,10.0,6.320761833863065
166,40,6.829021100042148,5.636890827817815,5.1269032461212785,3.163360536985908,60.7249374011541
160,57,8.1125284310092,3.9885168554238453,4.30660160801284,4.164453550506635,47.76465028764161
156,63,4.005968016556178,3.521434074015485,6.83490231014846,8.130977460020413,28.39999767621011
173,59,3.4792243921352024,2.984408817352512,6.960407503623979,4.89131842685174,23.8413280924058
151,47,6.977269523441158,3.973374521709345,5.895173812185518,4.881215444734815,51.45127432987567
163,55,6.5338619427860465,4.37370537243113,5.47388269834474,6.351859846915862,36.792758053704134
140,47,5.994883076076406,4.552091778470206,5.414691026230102,5.256091757331952,45.65198912626553
168,80,3.5150142277086784,3.8296956260844404,7.673549010431997,7.044725496190203,33.747738176423994
140,46,9.956575498674278,6.893742756611721,1.6798472530059347,0.0,97.04936935959776
172,84,7.570458321400623,3.370297526285034,8.953279125317028,9.140311772736815,13.343943174560401
175,58,4.527097613728519,1.1938401384337427,9.386205899468644,8.534267842816249,9.68039531783742
168,83,2.910412185849037,3.572959852512972,7.064696012111099,5.952902147371272,34.339172879091606
158,89,5.709720054092569,4.228059007148865,3.8465195459272223,3.1904228367086738,59.102690087049126
172,60,7.754486341389991,5.4170898239629945,3.270974302686623,2.7130980218816063,65.91764718500282
162,40,6.593537794266032,4.598182903953344,6.5508977888895235,6.2822905211435,39.72567471680421
147,40,8.951435622388331,6.570775807940487,0.0,2.470001676735718,99.92779939221711
148,56,8.709510367413367,4.522758604875311,6.961744247036637,7.769092631819191,35.18929961930426
146,40,8.856625475274978,5.791758833876567,5.789056615766408,4.152284413078679,72.14066679599524
144,40,7.962044660931326,5.578781608027223,3.47290092415108,1.5400329818014162,63.758269453079286
160,40,10.576797312148624,6.4690624324892,1.1450661191841482,2.9240016094894363,81.30538632474607
144,40,10.202008040916706,7.0,0.2765331146356824,0.0,97.622566345382
140,43,6.280364091853895,5.980824034811149,0.9822448221086031,1.8037341650890784,88.97936564455402
153,61,7.760599749511844,5.460450018577833,3.175228859053794,0.8701703667800662,76.45619743577086
